"country" "lat" "lon" "alt" "Prec_1962to70_mean" "Prec_1962to70_sd" "Prec_2010to18_mean" "Prec_2010to18_sd"
"CROATIA" 44.1 15.35 82 937.166625976562 103.414215087891 914.931091308594 195.197860717773
"CROATIA" 44.9 13.9 63 819.799255371094 81.4659957885742 800.561340332031 147.288635253906
"CROATIA" 45.166 14.7 4 1224.96508789062 109.513336181641 1240.68872070312 219.796752929688
"CROATIA" 45.466 18.816 89 711.875549316406 65.7921981811523 703.510864257812 152.729431152344
"CROATIA" 45.816 15.983 162 996.734375 97.3256072998047 952.157043457031 167.49348449707
"CZECH REPUBLIC" 49.15 16.7 241 530.629089355469 59.2147598266602 519.771301269531 88.067138671875
"CZECH REPUBLIC" 49.2 16.7 242 547.690185546875 60.8250350952148 533.763366699219 91.2294998168945
"CZECH REPUBLIC" 49.683 18.116 251 780.234497070312 97.7298583984375 744.794311523438 127.858528137207
"CZECH REPUBLIC" 49.8 18.3 253 776.104919433594 100.714088439941 739.99267578125 124.924446105957
"CZECH REPUBLIC" 49.92 12.72 541 646.640808105469 113.236457824707 636.95947265625 85.651725769043
"CZECH REPUBLIC" 50.083 12.4 474 591.859497070312 101.806373596191 579.671813964844 78.8192367553711
"CZECH REPUBLIC" 50.1 12.4 471 590.507080078125 101.387351989746 578.145202636719 79.9888610839844
"CZECH REPUBLIC" 50.1 14.3 380 531.912048339844 68.4862365722656 528.920837402344 85.9043579101562
"CZECH REPUBLIC" 50.55 13.93 409 682.070190429688 91.3049774169922 681.12158203125 112.042221069336
"DENMARK" 54.9 9.133 15 880.4853515625 102.962371826172 852.385437011719 123.88037109375
"DENMARK" 55.533 11.766 53 677.792297363281 74.1232147216797 685.54248046875 97.0971450805664
"DENMARK" 55.58 12.13 44 675.188232421875 72.3867034912109 684.560668945312 99.1797485351562
"DENMARK" 56.316 10.166 77 695.969482421875 66.7439270019531 723.718872070312 105.031745910645
"ESTONIA" 58.3 26.72 66 554.406066894531 94.1981430053711 644.121643066406 93.4992446899414
"ESTONIA" 58.37 25.58 86 580.4033203125 82.9674301147461 672.424743652344 100.552726745605
"ESTONIA" 58.65 23.3 4 491.480346679688 64.736213684082 556.144165039062 84.6916580200195
"ESTONIA" 59.383 24.583 34 605.42529296875 85.1712417602539 689.311950683594 99.6368637084961
"ESTONIA" 59.42 24.8 42 613.530029296875 88.4823608398438 702.963500976562 100.929679870605
"FAROE ISLANDS" 62.02 -6.77 43 2589.87133789062 317.305725097656 2791.63940429688 628.381042480469
"FIN" 60.116 19.9 4 552.774536132812 62.1107444763184 571.760131835938 79.9182510375977
"FIN" 60.166 24.95 4 574.312072753906 73.7208404541016 639.1552734375 91.6408309936523
"FIN" 60.516 22.266 51 630.390808105469 67.0695343017578 686.47314453125 105.634567260742
"FIN" 61.066 24.233 88 543.539672851562 60.2301712036133 593.757873535156 88.0236206054688
"FIN" 61.083 28.15 105 629.429748535156 88.2219314575195 683.113952636719 93.9934844970703
"FIN" 61.166 22.783 60 555.41748046875 59.6762390136719 602.882263183594 91.3684387207031
"FIN" 61.216 26.05 100 594.39697265625 72.3871078491211 639.933776855469 94.4375305175781
"FIN" 61.466 23.75 85 553.508850097656 60.1396713256836 599.497253417969 89.1092681884766
"FIN" 62.2 25.716 137 586.331176757812 61.8683052062988 646.691711425781 89.4782791137695
"FIN" 62.533 24.216 157 588.356750488281 60.9112396240234 640.976257324219 90.3669738769531
"FIN" 62.666 29.633 116 602.979248046875 81.6402816772461 657.16162109375 77.5063552856445
"FIN" 62.9 27.683 119 601.326293945312 68.8255081176758 662.576354980469 78.9460906982422
"FIN" 62.933 22.5 26 487.041320800781 54.3921699523926 525.929016113281 71.6401519775391
"FIN" 63.05 21.766 4 491.162750244141 58.565128326416 525.236450195312 68.3720016479492
"FIN" 63.15 27.316 88 583.041931152344 64.6686553955078 644.713256835938 75.9663696289062
"FIN" 64.283 27.666 132 552.345275878906 59.2688255310059 605.240600585938 56.5926094055176
"FIN" 65.033 25.483 13 467.732482910156 50.4588508605957 530.398864746094 78.8973007202148
"FIN" 65.983 29.216 263 565.857299804688 59.4930381774902 631.969604492188 71.0441818237305
"FIN" 67.366 26.65 179 482.175720214844 53.1859436035156 552.476989746094 61.7157821655273
"FINLAND" 60.1 19.9 4 552.774536132812 62.1107444763184 571.760131835938 79.9182510375977
"FINLAND" 60.25 25.05 28 599.247314453125 77.0860748291016 666.856018066406 94.4072723388672
"FINLAND" 60.3 25 53 612.400634765625 76.7715606689453 679.698669433594 96.3194580078125
"FINLAND" 60.52 22.27 51 630.390808105469 67.0695343017578 686.47314453125 105.634567260742
"FINLAND" 60.8 23.5 104 562.282043457031 60.750659942627 615.047424316406 92.3910064697266
"FINLAND" 61.08 28.15 105 629.429748535156 88.2219314575195 683.113952636719 93.9934844970703
"FINLAND" 61.4 23.4 112 569.998657226562 61.5074234008789 616.493957519531 92.9957580566406
"FINLAND" 61.41 23.58 112 567.447692871094 61.1389579772949 613.736267089844 91.748649597168
"FINLAND" 61.416 23.583 112 567.447692871094 61.1389579772949 613.736267089844 91.748649597168
"FINLAND" 61.47 23.73 85 557.175537109375 60.6529884338379 603.481506347656 89.8364028930664
"FINLAND" 61.85 22.46 136 605.213562011719 61.8967323303223 653.294860839844 96.7453002929688
"FINLAND" 61.9 22.5 134 604.207702636719 61.1623725891113 651.029174804688 96.2096481323242
"FINLAND" 62.2 25.72 137 586.331176757812 61.8683052062988 646.691711425781 89.4782791137695
"FINLAND" 62.4 25.7 141 587.33935546875 60.9851264953613 648.364318847656 87.7649917602539
"FINLAND" 62.66 29.63 117 602.979248046875 81.6402816772461 657.16162109375 77.5063552856445
"FINLAND" 62.7 29.6 116 615.408203125 81.6465835571289 671.067199707031 78.3990478515625
"FINLAND" 62.9 27.68 119 601.326293945312 68.8255081176758 662.576354980469 78.9460906982422
"FINLAND" 63.01 27.8 102 603.575317382812 68.0748596191406 664.976013183594 77.2240524291992
"FINLAND" 63.05 21.76 4 491.162750244141 58.565128326416 525.236450195312 68.3720016479492
"FINLAND" 63.1 21.8 4 489.022094726562 57.85888671875 522.884704589844 67.8775024414062
"FINLAND" 64.28 27.67 132 557.687133789062 59.9860496520996 610.506652832031 56.6887702941895
"FINLAND" 64.93 25.36 15 439.54833984375 48.7852592468262 497.113983154297 73.9831771850586
"FINLAND" 65.97 29.2 263 563.425415039062 58.8638572692871 629.815490722656 70.935920715332
"FINLAND" 66.56 25.83 201 538.399291992188 56.222282409668 618.278442382812 86.1350555419922
"FINLAND" 66.6 25.8 195 533.1376953125 55.8486824035645 611.110290527344 84.3173675537109
"FINLAND" 67.37 26.65 179 482.175720214844 53.1859436035156 552.476989746094 61.7157821655273
"FINLAND" 68.6 27.4 145 439.617065429688 56.8774948120117 490.227203369141 38.0271301269531
"FINLAND" 69.05 20.78 476 444.252746582031 55.7533531188965 497.406280517578 33.8070487976074
"FINLAND" 69.1 20.8 478 480.831359863281 61.0177192687988 538.538818359375 36.1540336608887
"FINLAND" 69.75 27.03 101 391.626708984375 60.770679473877 443.785339355469 31.8198986053467
"FINLAND" 69.8 27 107 400.46826171875 62.1628570556641 454.374572753906 32.2699851989746
"FRANCE" 41.916 8.8 9 614.226989746094 100.808120727539 603.25048828125 114.298362731934
"FRANCE" 42.55 9.483 12 791.100219726562 122.211402893066 746.2392578125 140.912521362305
"FRANCE" 43.3 5.4 8 542.289855957031 120.590919494629 538.183471679688 104.785247802734
"FRANCE" 43.383 -0.416 185 1518.45227050781 183.575912475586 1425.00903320312 227.237915039062
"FRANCE" 43.4 2 334 936.840209960938 148.686279296875 817.501831054688 144.35595703125
"FRANCE" 43.416 6.75 6 855.6494140625 192.026763916016 830.306213378906 162.21337890625
"FRANCE" 43.45 5.233 36 582.539001464844 130.037658691406 576.061950683594 106.638702392578
"FRANCE" 43.466 -1.533 71 1308.26013183594 150.379196166992 1232.52905273438 197.545623779297
"FRANCE" 43.58 3.97 6 635.857238769531 121.751998901367 595.964721679688 112.750335693359
"FRANCE" 43.6 1.4 152 710.755920410156 105.962226867676 637.944274902344 94.9035873413086
"FRANCE" 43.6 5.1 60 632.324584960938 138.127044677734 621.285705566406 113.23917388916
"FRANCE" 43.7 7.2 10 805.585327148438 178.980239868164 794.924255371094 132.749450683594
"FRANCE" 43.9 4.4 60 771.395629882812 145.171585083008 749.635803222656 135.158203125
"FRANCE" 43.916 -0.5 63 1003.35980224609 130.684188842773 916.975769042969 133.754745483398
"FRANCE" 44.1 6 460 727.29736328125 163.966827392578 699.216247558594 118.70654296875
"FRANCE" 44.116 3.016 720 699.475524902344 112.795913696289 650.754211425781 102.706993103027
"FRANCE" 44.166 5.283 1909 1108.89733886719 215.374069213867 1080.08850097656 187.194946289062
"FRANCE" 44.683 5.716 1061 1267.67651367188 221.744400024414 1214.50732421875 189.784561157227
"FRANCE" 45.08 3.76 833 694.2001953125 97.9950637817383 674.642883300781 81.8101348876953
"FRANCE" 45.366 5.333 386 947.751220703125 134.272018432617 901.8427734375 122.233169555664
"FRANCE" 45.616 6.766 868 991.723510742188 135.734146118164 982.394165039062 151.994842529297
"FRANCE" 45.783 3.166 330 584.526062011719 80.4405212402344 574.479736328125 59.940975189209
"FRANCE" 46 4.1 283 731.423583984375 110.978332519531 709.8173828125 76.9267654418945
"FRANCE" 46.31 -0.4 61 849.342041015625 129.81201171875 805.772644042969 98.4327239990234
"FRANCE" 46.85 1.72 157 727.171875 98.829704284668 719.069458007812 81.9499282836914
"FRANCE" 47 3.1 181 757.584228515625 124.890632629395 761.882934570312 82.8796081542969
"FRANCE" 47.05 2.65 179 711.462524414062 107.9111328125 713.535827636719 77.8088989257812
"FRANCE" 47.06 2.36 166 709.294128417969 104.507972717285 702.895446777344 78.9713287353516
"FRANCE" 47.066 3.933 605 853.250915527344 145.51335144043 850.515502929688 94.5976333618164
"FRANCE" 47.16 -1.6 27 794.772155761719 102.827735900879 777.654541015625 94.9435806274414
"FRANCE" 47.2 6 307 1151.294921875 199.228057861328 1128.61511230469 154.268569946289
"FRANCE" 47.26 5.08 227 734.536376953125 128.096649169922 730.706909179688 99.2150421142578
"FRANCE" 47.3 4.5 390 839.765258789062 146.818252563477 843.35107421875 105.961631774902
"FRANCE" 47.5 -0.566 58 721.217407226562 98.5661315917969 708.758239746094 81.6396408081055
"FRANCE" 47.633 6.866 423 1002.09631347656 163.901458740234 987.065979003906 123.89771270752
"FRANCE" 47.8 3.55 212 665.486083984375 117.546508789062 669.476623535156 70.1508941650391
"FRANCE" 47.833 5.316 462 853.679016113281 152.373687744141 854.268493652344 109.755653381348
"FRANCE" 47.933 0.2 52 665.677978515625 100.198623657227 659.913818359375 70.9020004272461
"FRANCE" 47.98 1.75 125 625.374572753906 98.0993957519531 618.964904785156 64.6786575317383
"FRANCE" 48 -4.2 92 1078.94763183594 113.097755432129 1104.38098144531 129.461364746094
"FRANCE" 48.03 -1.38 101 783.642456054688 93.1564865112305 755.00634765625 85.3987731933594
"FRANCE" 48.066 -1.733 37 757.117126464844 88.3561553955078 740.209289550781 86.570930480957
"FRANCE" 48.1 5.05 313 734.2353515625 135.658020019531 730.132385253906 80.1536026000977
"FRANCE" 48.233 -3.333 262 1066.388671875 112.357398986816 1075.97399902344 128.82585144043
"FRANCE" 48.3 -1.6 73 734.403381347656 83.9673538208008 720.882751464844 85.2632827758789
"FRANCE" 48.45 -4.416 103 1119.45227050781 111.756294250488 1154.56225585938 139.77912902832
"FRANCE" 48.45 0.116 141 693.920715332031 99.6461944580078 693.030456542969 66.7458114624023
"FRANCE" 48.55 7.633 154 661.924072265625 117.583320617676 627.135864257812 83.000846862793
"FRANCE" 48.683 6.216 217 767.030883789062 132.366317749023 748.157409667969 92.4369506835938
"FRANCE" 48.77 5.98 288 746.516052246094 129.498138427734 728.706298828125 84.5532302856445
"FRANCE" 48.966 2.45 65 609.875305175781 93.6395492553711 627.591186523438 55.0676498413086
"FRANCE" 49.02 1.22 146 636.295532226562 94.7941970825195 641.684020996094 57.5073661804199
"FRANCE" 49.02 1.23 141 636.295532226562 94.7941970825195 641.684020996094 57.5073661804199
"FRANCE" 49.466 2.116 111 666.994812011719 94.5762481689453 693.58056640625 51.9375381469727
"FRANCE" 49.6 3.6 180 677.822265625 105.946823120117 686.269836425781 51.8175354003906
"FRANCE" 49.63 3.55 83 675.848266601562 104.880043029785 685.577819824219 51.4877090454102
"FRANCE" 50.566 3.1 52 711.781860351562 98.034797668457 734.652587890625 53.9838752746582
"FRANCE" 50.6 3.1 47 719.5751953125 98.7659378051758 742.709899902344 54.812198638916
"GERMANY" 47.716 10.333 705 1323.87841796875 176.616851806641 1265.99169921875 113.001136779785
"GERMANY" 47.9 7.616 217 765.526550292969 126.369911193848 744.370361328125 94.2208557128906
"GERMANY" 48.1 8.75 975 1156.0810546875 181.216049194336 1096.80102539062 120.939041137695
"GERMANY" 48.133 11.55 535 954.338012695312 139.368286132812 943.033874511719 70.3611755371094
"GERMANY" 48.133 11.7 528 968.621337890625 144.135055541992 965.165161132812 76.254524230957
"GERMANY" 48.45 8.416 801 1670.87390136719 278.843444824219 1599.09838867188 176.518630981445
"GERMANY" 49 8.4 114 840.257629394531 152.618865966797 790.323913574219 92.7059173583984
"GERMANY" 49.05 12.1 371 636.203308105469 102.41259765625 636.11083984375 51.7684173583984
"GERMANY" 49.22 7.12 320 947.096862792969 175.423309326172 900.458862304688 99.6005401611328
"GERMANY" 49.5 7.87 321 685.805236816406 134.023376464844 636.95703125 69.962287902832
"GERMANY" 49.766 7.05 483 981.552856445312 183.565078735352 915.898803710938 77.5981674194336
"GERMANY" 49.866 8.65 169 753.780151367188 145.890075683594 680.84765625 74.5609588623047
"GERMANY" 49.883 10.916 243 662.282958984375 120.74730682373 630.629211425781 69.589714050293
"GERMANY" 49.95 6.57 374 887.055541992188 156.901275634766 830.569702148438 65.4393692016602
"GERMANY" 50 8 108 556.886962890625 108.722320556641 514.149719238281 53.8828544616699
"GERMANY" 50.05 8.6 113 649.860229492188 122.025436401367 586.272705078125 60.9404945373535
"GERMANY" 50.283 10.983 323 745.561828613281 136.728469848633 715.216979980469 82.2286605834961
"GERMANY" 50.583 8.7 195 675.804504394531 123.31901550293 610.37841796875 55.2329216003418
"GERMANY" 50.6 8.733 185 686.405456542969 125.594390869141 620.253479003906 56.0766334533691
"GERMANY" 50.7 7.15 64 760.913635253906 135.38720703125 698.38623046875 48.5983619689941
"GERMANY" 50.866 7.166 99 834.062744140625 148.774353027344 768.751586914062 48.9261589050293
"GERMANY" 50.98 6.9 49 802.404968261719 138.189788818359 743.497985839844 41.9073104858398
"GERMANY" 51.4 6.933 129 956.232971191406 163.399169921875 888.71142578125 43.8722801208496
"GERMANY" 51.51 11.95 93 537.119201660156 73.7195663452148 520.246948242188 84.2624740600586
"GERMANY" 51.8 6.1 45 783.656616210938 120.152069091797 743.791015625 39.7444114685059
"GERMANY" 52.11 11.58 84 527.115112304688 73.3131942749023 498.392700195312 77.9867172241211
"GERMANY" 52.133 7.7 52 799.005676269531 120.012878417969 745.948547363281 61.2704658508301
"GERMANY" 52.216 14.116 104 570.357177734375 73.6240158081055 563.26904296875 91.2218704223633
"GERMANY" 52.3 10.45 88 642.168884277344 90.0855255126953 600.276306152344 86.0510940551758
"GERMANY" 52.36 14.53 49 545.725524902344 67.1016387939453 537.319946289062 92.6712188720703
"GERMANY" 52.38 13.51 50 554.43505859375 72.1254806518555 549.125671386719 86.9921798706055
"GERMANY" 52.46 13.35 58 594.638061523438 77.4009399414062 583.9267578125 92.5583114624023
"GERMANY" 52.466 13.4 49 595.340026855469 77.7781143188477 585.623596191406 92.4429321289062
"GERMANY" 52.466 9.683 59 664.087585449219 90.4829025268555 623.880249023438 73.4746704101562
"GERMANY" 52.6 10.016 52 693.443115234375 99.2701721191406 655.402160644531 81.6801452636719
"GERMANY" 52.733 7.76 22 838.527526855469 128.960327148438 788.146911621094 82.3467407226562
"GERMANY" 53.533 7.883 21 844.572448730469 114.354499816895 803.59033203125 94.0826797485352
"GERMANY" 53.633 10 16 813.5537109375 107.106727600098 784.036437988281 108.911834716797
"GERMANY" 54.5 9.1 3 904.014038085938 100.884666442871 863.231872558594 129.115737915039
"GREECE" 35.1 26.1 150 770.593139648438 127.881492614746 733.104736328125 69.504997253418
"GREECE" 35.3 24.9 740 1004.11999511719 207.09309387207 939.960693359375 100.354782104492
"GREECE" 35.3 25.1 39 561.054626464844 109.05558013916 535.078674316406 52.4789848327637
"GREECE" 36.283 23.016 167 601.878540039062 108.967819213867 555.428649902344 63.6071434020996
"GREECE" 36.3 23 167 566.694396972656 105.081230163574 522.364013671875 60.6467552185059
"GREECE" 37.966 23.716 107 449.210815429688 94.2459106445312 437.483367919922 45.412712097168
"GREECE" 38.166 21.416 15 773.389587402344 160.568969726562 724.180358886719 74.9429550170898
"GREECE" 38.61 21.38 47 931.404541015625 183.418273925781 888.094604492188 94.9047164916992
"GREECE" 38.9 24.55 18 448.245666503906 77.1258697509766 460.040466308594 42.369571685791
"GREECE" 39.633 22.416 74 487.422607421875 68.0960922241211 489.870330810547 70.1238021850586
"GREECE" 39.7 20.8 488 1141.84301757812 179.733917236328 1079.49243164062 145.926544189453
"GREECE" 40.5 22.9 30 471.827087402344 55.4382705688477 497.879058837891 80.3904190063477
"GREECE" 40.85 25.916 3 631.130004882812 83.9725646972656 650.396789550781 89.2172546386719
"HUNGARY" 46 18.2 201 683.243713378906 80.7874221801758 684.1318359375 144.438568115234
"HUNGARY" 46.1 18.2 330 722.712219238281 89.4693908691406 727.064147949219 155.860961914062
"HUNGARY" 46.13 18.25 440 697.109619140625 87.739372253418 702.98583984375 152.541000366211
"HUNGARY" 46.25 20.1 82 536.616027832031 68.7313385009766 530.970092773438 121.561378479004
"HUNGARY" 47.35 17.48 145 599.209228515625 96.7476119995117 605.393493652344 113.715911865234
"HUNGARY" 47.433 19.183 140 584.299438476562 94.0485610961914 584.963623046875 137.785507202148
"HUNGARY" 47.5 19 130 595.704956054688 97.1508941650391 596.188110351562 135.017807006836
"HUNGARY" 47.7 17.68 116 602.952209472656 95.4813461303711 603.801940917969 116.592491149902
"HUNGARY" 48.1 20.766 233 569.797241210938 91.3184280395508 577.360107421875 131.26887512207
"HUNGARY" 48.1 21.4 133 639.921264648438 92.6727142333984 644.131164550781 138.478408813477
"IRELAND" 52.2 -7.3 71 980.186279296875 108.819313049316 1022.82781982422 107.328704833984
"IRELAND" 52.6 -7.3 66 918.664184570312 100.560745239258 950.7958984375 90.9585494995117
"IRELAND" 52.9 -8 94 982.893981933594 95.0038604736328 1024.49572753906 91.8560943603516
"IRELAND" 52.9 -9.3 8 1215.48461914062 91.8994140625 1314.21545410156 96.7904968261719
"IRELAND" 53 -8.1 84 936.893920898438 88.3376007080078 980.47509765625 85.4062652587891
"IRELAND" 53.1 -6.2 229 1101.51818847656 126.078453063965 1123.98596191406 114.984710693359
"IRELAND" 53.533 -7.366 104 962.9873046875 98.4155044555664 987.571228027344 85.1208190917969
"IRELAND" 54.1 -6.4 61 1425.42834472656 141.347534179688 1458.03588867188 132.929000854492
"ITALY" 35.5 12.6 20 303.132354736328 64.6384658813477 291.678771972656 26.6281185150146
"ITALY" 37.083 14.216 33 350.852691650391 65.8089447021484 342.377563476562 40.6400299072266
"ITALY" 37.46 15.05 17 506.874633789062 91.3215026855469 474.111938476562 65.1638641357422
"ITALY" 37.716 13.433 1035 521.382080078125 97.0688171386719 506.868133544922 69.5058135986328
"ITALY" 38.066 15.65 21 757.23779296875 101.443626403809 696.594482421875 105.789138793945
"ITALY" 38.1 13.3 117 454.677551269531 81.0594024658203 434.072265625 65.7839889526367
"ITALY" 38.9 16.5 363 912.031372070312 113.923561096191 859.735900878906 136.637069702148
"ITALY" 39.1 17.1 155 688.804443359375 90.9548797607422 641.411499023438 101.682418823242
"ITALY" 39.82 18.35 112 583.550231933594 76.5073547363281 541.402648925781 95.1710891723633
"ITALY" 40.02 15.28 185 775.616821289062 104.441184997559 719.162780761719 129.327301025391
"ITALY" 40.12 9.25 1029 845.980651855469 144.749160766602 856.830627441406 164.054412841797
"ITALY" 40.5 17.3 41 552.820434570312 78.1337661743164 527.579650878906 102.744598388672
"ITALY" 40.77 16.93 350 621.200622558594 97.8081207275391 591.771362304688 112.414810180664
"ITALY" 41.63 12.43 12 799.681030273438 106.444953918457 699.61962890625 126.457511901855
"ITALY" 41.7 15.95 844 198.673461914062 24.3180046081543 186.701782226562 39.1734237670898
